id,slug,title,occurred_on,occurred_on_precision,ended_on,jurisdiction,country,continent,level,type,tactic_primary,leader_slug,issue_of_the_day,outcome,outcome_on,outcome_note,granularity,era,summary,what_happened,stated_justification,effect_on_reporting,unknowns,status,status_updated_on,external_ids,illustration_key,pub_state,published_at,reviewed_on,next_review_on,revision,created_at,updated_at,stage,ladder_note
155,2023-belarus-poczobut-eight-year-sentence,Belarus: journalist Andrzej Poczobut is sentenced to eight years for inciting hatred,2023-02-08,day,,BY,BY,europe,national,,insult_and_defamation_laws,alexander-lukashenko,"Poczobut had been a longtime commentator and producer for programs on the Poland-based independent broadcaster Belsat TV and Polish public broadcaster TVP Polonia, reporting on Belarus for a Polish-speaking audience.",reversed,2026-04-28,"Poczobut was freed on April 28, 2026, as part of a prisoner exchange involving eight countries, before completing his eight-year sentence.",granular,2020s,"A Belarusian court sentenced dual Belarusian-Polish journalist Andrzej Poczobut to eight years in prison on charges of inciting hatred and calling for sanctions, and he was freed three years later as part of a multi-country prisoner exchange.{c:612}{c:613}{c:614}{c:615}","On February 8, 2023, a Belarusian court sentenced journalist Andrzej Poczobut, who holds both Belarusian and Polish citizenship, to eight years in prison on charges of inciting hatred and calling for sanctions said to be aimed at harming Belarus's national security. Poczobut, a political commentator and producer for the program Nad Niemnem on the independent broadcaster Belsat TV and on Polish public broadcaster TVP Polonia, had been imprisoned since March 2021. CPJ's Europe and Central Asia program coordinator, Gulnoza Said, said the sentence illustrated a continuing pattern of Belarusian government action against independent journalists. Poczobut was freed on April 28, 2026, as part of a prisoner exchange involving Poland, Belarus, the United States, Moldova, Romania, Russia, Kazakhstan and Ukraine, in which ten prisoners were swapped at the Polish-Belarusian border. Polish Prime Minister Donald Tusk announced the release, calling it the result of a two-year diplomatic effort.{c:612}{c:613}{c:614}{c:615}

Poczobut was freed on April 28, 2026, after about five years in detention, as part of a multi-country prisoner exchange.{c:614}{c:615}","Not stated in the sources reviewed as a specific factual basis beyond the charges of ""inciting hatred"" and ""calling for sanctions aimed at harming national security.""{c:612}{c:613}{c:614}{c:615}",A journalist covering Belarus for a Polish-speaking audience was imprisoned for about five years before his release depended on a multi-country diplomatic exchange rather than any legal appeal.{c:612}{c:613}{c:614}{c:615},The source reviewed does not describe the specific statements by Poczobut that Belarusian authorities characterized as inciting hatred.,reversed,2026-09-22,{},,published,2026-09-23T01:32:54Z,2026-09-22,2026-12-22,8,2026-09-23T01:17:25Z,2026-09-23T02:21:14Z,eliminate,"A journalist was imprisoned for about five years on a hatred and sanctions charge, and his release required an eight-country prisoner exchange rather than any domestic legal process."
156,2021-hungary-panyi-pegasus-spyware,Hungary: investigative journalist Szabolcs Panyi's phone is infected with Pegasus spyware,2021-07-01,month,,HU,HU,europe,national,,surveillance_and_subpoenas,viktor-orban,"The finding was published as part of the July 2021 Pegasus Project, a collaborative investigation by Forbidden Stories and Amnesty International's Security Lab into governments' use of NSO Group's Pegasus spyware against journalists and civil society figures worldwide.",ongoing,2021-07-01,"The finding prompted European Union scrutiny of Pegasus use against journalists, but the source reviewed does not report any Hungarian accountability measure.",granular,2020s,"Amnesty International found forensic traces of Pegasus spyware on the phone of Direkt36 investigative journalist Szabolcs Panyi, who covers Hungarian national security and diplomacy, as part of the wider Pegasus Project investigation.{c:525}{c:526}{c:616}","Amnesty International's Security Lab found forensic traces linked to Pegasus spyware on the phone of Szabolcs Panyi, an investigative reporter for the Hungarian outlet Direkt36 who covers national security, high-level diplomacy and corruption. The finding was published in July 2021 as part of the Pegasus Project, a collaborative investigation led by the nonprofit journalism organization Forbidden Stories with Amnesty International's technical support, examining the use of Pegasus spyware made by Israel's NSO Group against journalists and others in multiple countries, including Hungary. Panyi said in a December 2021 interview that the disclosure had begun to chill his sources, since those who spoke with him now feared what trouble it might bring into their lives, and that he had adopted more cautious reporting habits, including secure messaging applications and in-person meetings held without his phone present.{c:525}{c:526}{c:616}

The Pegasus Project's findings on Panyi's phone were published in July 2021; the source reviewed does not report any Hungarian government accountability measure.{c:525}{c:526}{c:616}",Not stated in the sources reviewed; the Hungarian government did not provide a public justification for the surveillance in the source reviewed.{c:525}{c:526}{c:616},"An investigative reporter's confidential sources became more reluctant to speak with him once the surveillance became known, and he had to change his reporting practices to protect them.{c:525}{c:526}",The source reviewed does not state which specific stories Panyi was working on when the spyware was placed on his phone.,in_effect,2026-09-22,{},,published,2026-09-23T01:17:36Z,2026-09-22,2026-12-22,9,2026-09-23T01:17:30Z,2026-09-23T02:21:18Z,punish,"A journalist's phone was covertly infected with spyware capable of reading his communications and locating his sources, rather than a subpoena for records already created."
157,2020-morocco-omar-radi-pegasus-and-detention,Morocco: investigative journalist Omar Radi's phone is infected with Pegasus spyware and he is later detained,2020-07-05,day,,MA,MA,africa,national,,surveillance_and_subpoenas,saadeddine-othmani,Radi worked as an investigative journalist for the Moroccan outlet Le Desk and had faced a prior court conviction and government-aligned media allegations before the spyware finding.,reversed,2024-07-01,"Radi was released in July 2024 as part of a mass royal pardon, though he said his legal status left him unable to work as an accredited journalist afterward.",granular,2020s,"Amnesty International confirmed Moroccan investigative journalist Omar Radi's phone had been infected with Pegasus spyware, and Moroccan police separately detained him overnight days later after private material from his devices circulated in pro-government media.{c:527}{c:617}{c:618}{c:619}{c:620}","Amnesty International confirmed in 2020 that Pegasus spyware, made by Israel's NSO Group, had been used against Omar Radi, an investigative journalist for the Moroccan outlet Le Desk, one of at least two Moroccan journalists whose phones were identified as having been infected; the later Pegasus Project named Radi among seven Moroccan journalists identified as potential or confirmed recipients of the spyware. On July 5, 2020, Moroccan police detained Radi and fellow journalist Imad Stitou overnight following a dispute with a camera operator who had been following Radi since late June, and the pair were later summoned for investigation on additional allegations. Private communications belonging to Radi, including photographs, videos, texts and phone calls that a person close to him said had been obtained despite his taking every technical precaution against hacking, were later published in pro-government media outlets and used as evidence against him in separate court proceedings. Moroccan authorities did not respond to requests for comment on the spyware findings.{c:527}{c:617}{c:618}{c:619}{c:620}

Radi's phone was confirmed compromised in 2020, and he was separately convicted the following year on charges unrelated to the spyware finding itself.{c:619}{c:620}","Not stated in the sources reviewed; Moroccan authorities, including the National Brigade of Judicial Police and the Ministry of Justice, did not respond to requests for comment on the spyware findings or the detention.{c:527}{c:617}{c:618}{c:619}{c:620}","An investigative journalist's private communications, obtained despite his taking precautions against hacking, were later published by pro-government media and used against him in court, alongside a separate overnight detention.{c:527}",The source reviewed does not establish who placed the spyware on Radi's phone or link it directly to the later criminal charges against him.,reversed,2026-09-22,{},,published,2026-09-23T01:17:44Z,2026-09-22,2026-12-22,9,2026-09-23T01:17:37Z,2026-09-23T02:21:22Z,punish,"A journalist's private communications were covertly extracted despite his taking precautions against hacking, then published by pro-government media and used against him in court."
158,2018-saudi-arabia-pegasus-khashoggi-associate,Saudi Arabia: spyware on an associate's phone precedes Jamal Khashoggi's killing by one day,2018-10-01,day,,SA,SA,asia,national,,surveillance_and_subpoenas,king-salman,"Abdulaziz and Khashoggi had been collaborating on plans for a news and human rights website, and Khashoggi was, according to Abdulaziz, sharply critical of the Saudi crown prince in their private conversations.",unknown,2018-10-01,"Citizen Lab's finding on the spyware operation itself was not followed, in the source reviewed, by any reported Saudi accountability measure.",granular,2010s,"Citizen Lab found Pegasus spyware on the phone of Saudi dissident Omar Abdulaziz, a close associate and collaborator of journalist Jamal Khashoggi, one day before Saudi operatives killed Khashoggi inside the country's Istanbul consulate.{c:528}{c:621}{c:622}","On October 1, 2018, the Canadian digital rights research group Citizen Lab published forensic analysis finding, with a high degree of confidence, that Saudi dissident Omar Abdulaziz's phone had been successfully infected with Pegasus spyware made by Israel's NSO Group, in an operation linked to Saudi government operators. Abdulaziz was a close associate of journalist Jamal Khashoggi, and the two had been collaborating on plans for a news and human rights website; Abdulaziz said Khashoggi had been sharply critical of Saudi Crown Prince Mohammed bin Salman in their private conversations, including through encrypted messages that the spyware would have exposed. The day after Citizen Lab published its findings, on October 2, 2018, Saudi operatives killed Khashoggi inside the country's consulate in Istanbul. Abdulaziz has said he cannot definitively link the spyware operation against his own phone to Khashoggi's killing, but the timing raised serious questions about how Saudi authorities may have learned of Khashoggi's private communications and views before his death.{c:528}{c:621}{c:622}

No public accountability measure for the spyware operation against Abdulaziz's phone is reported in the source reviewed.{c:528}{c:621}{c:622}",Not stated in the sources reviewed; no Saudi government justification for the spyware operation against Abdulaziz's phone is quoted in the source.{c:528}{c:621}{c:622},"Surveillance of a journalist's close collaborator exposed private communications and views the journalist believed were confidential, one day before he was killed inside his own country's consulate.{c:528}","The source reviewed states Abdulaziz cannot definitively link the spyware operation to Khashoggi's killing, and does not establish that link independently.",in_effect,2026-09-22,{},,published,2026-09-23T01:17:51Z,2026-09-22,2026-12-22,9,2026-09-23T01:17:46Z,2026-09-23T02:21:24Z,punish,A journalist's close collaborator was covertly surveilled one day before the journalist himself was killed inside his own country's consulate.
159,2018-hungary-kesma-media-merger,Hungary: formation of the KESMA pro-government media foundation,2018-11-29,day,,HU,HU,europe,national,,funding_and_ownership_pressure,viktor-orban,Not stated in the sources reviewed.,sustained,2018-11-29,The merger was completed and the exemption was not reported as reversed in the sources reviewed.,granular,2010s,"Owners aligned with Hungary's governing party donated 476 outlets into one non-profit foundation, KESMA. The government exempted the merger from the antitrust review that would normally apply to a combination of that size.{c:529}{c:530}{c:626}","On November 29, 2018, the owners of 476 Hungarian outlets, including television channels, radio stations, news portals, newspapers and magazines, transferred them for no payment into a single non-profit body, the Central European Press and Media Foundation, known as KESMA. Most of these outlets had already been supportive of Prime Minister Viktor Orban's government; several had themselves been bought in earlier years by businesspeople close to the governing Fidesz party. Ordinarily a media combination of this scale would trigger a review by Hungary's competition authority to check its effect on media pluralism. The government instead declared the merger a matter of national interest and exempted it from that review by decree. KESMA's outlets now make up a large share of Hungary's total media market, alongside the country's state broadcaster.{c:529}{c:530}{c:626}

Sustained; KESMA continued to operate as of the sources reviewed.{c:529}{c:530}{c:626}",Not stated in the sources reviewed.{c:529}{c:530}{c:626},"Hungary's press freedom organization Reporters Without Borders later said the government-aligned foundation and state broadcasting together dominate about eighty percent of the national media market, crowding out independent competitors for advertising and audience.{c:529}{c:530}",The sources reviewed do not give the government's stated reason for exempting the merger from competition review.,historical,2026-09-22,{},,published,2026-09-23T01:17:58Z,2026-09-22,2026-12-22,9,2026-09-23T01:17:53Z,2026-09-23T02:21:28Z,silence,"Owners surrendered 476 outlets into one government-aligned foundation, exempted by decree from antitrust review; United States funding pressure has cut money and licenses but has not required owners to give up outlets."
160,2020-hungary-index-hu-editor-fired,Hungary: editor fired and staff resign at Index.hu,2020-07-24,day,,HU,HU,europe,national,,funding_and_ownership_pressure,viktor-orban,Not stated in the sources reviewed.,sustained,2020-07-24,Dull's dismissal stood and the outlet continued under its changed ownership; the sources reviewed do not report a reversal.,granular,2020s,"Index.hu, Hungary's most-read independent news site, fired editor-in-chief Szabolcs Dull weeks after he warned that a change in ownership threatened its independence. Most of the newsroom resigned within days.{c:531}{c:627}{c:628}","In March 2020, businessman Miklos Vaszily, who had previously run outlets aligned with Prime Minister Viktor Orban's government, gained an indirect stake in the company that sells advertising for Index.hu, Hungary's largest independent news site. On June 22, 2020, editor-in-chief Szabolcs Dull published a public letter, co-signed by most of the newsroom, saying the site's independence was in danger. Index.hu added a public indicator it called a barometer to track the threat. On July 22, 2020, company leadership fired Dull. Two days later, more than seventy of the outlet's roughly ninety journalists resigned, saying they could no longer guarantee independent coverage. Many of the departing staff went on to found a new outlet, Telex.hu, later that year. Index.hu continued operating under new ownership and editorial leadership.{c:531}{c:627}{c:628}

Sustained; Dull's dismissal was not reversed and Index.hu continued under its new ownership.{c:531}{c:627}{c:628}",Not stated in the sources reviewed.{c:531}{c:627}{c:628},The mass resignation removed most of the reporting staff Index.hu had built over two decades and shifted its ownership toward people described in the sources reviewed as close to the government.{c:531},The sources reviewed do not give the company's stated reason for dismissing Dull.,in_effect,2026-09-22,{},,published,2026-09-23T01:18:05Z,2026-09-22,2026-12-22,9,2026-09-23T01:18:00Z,2026-09-23T02:21:30Z,pressure,An editor was fired and most of a ninety-person newsroom resigned after a government-linked businessman gained influence over the outlet's ownership; United States funding pressure has not removed an editor through an ownership change.
161,2021-poland-orlen-buys-polska-press,Poland: state oil company Orlen buys the Polska Press newspaper group,2021-04-01,month,,PL,PL,europe,national,,funding_and_ownership_pressure,mateusz-morawiecki,Not stated in the sources reviewed.,sustained,2021-04-01,The acquisition closed and was not reported as reversed in the sources reviewed.,granular,2020s,"Poland's state-controlled oil company PKN Orlen completed the purchase of Polska Press, a group of 20 regional newspapers reaching millions of readers, from its German owner, over objections from Poland's human rights commissioner.{c:532}{c:629}{c:630}","PKN Orlen, an oil and gas company majority owned by the Polish state, announced on December 7, 2020, that it would buy Polska Press, a group of 20 regional daily newspapers and about 120 local weeklies and websites reaching an estimated 17.4 million readers, from Germany's Verlagsgruppe Passau. Poland's national human rights commissioner, Adam Bodnar, warned in March 2021 that state control over the group could let officials influence editorial boards. Orlen completed the acquisition in April 2021 and installed a new management team. Some journalists at member papers, including Polska Times, said their day-to-day assignments had not changed immediately but that they feared future interference. On February 10, 2021, dozens of independent Polish outlets, including national broadcasters, staged a one-day protest against a separate proposed advertising tax, running the message ""Media without choice"" instead of normal programming, a protest that took place against the backdrop of the Orlen deal.{c:532}{c:629}{c:630}

Sustained as of the sources reviewed.{c:532}{c:629}{c:630}",Not stated in the sources reviewed.{c:532}{c:629}{c:630},"Polska Press journalists described uncertainty about their outlets' editorial direction once a state-controlled company held ownership, even before any specific change in coverage was reported.{c:532}",The sources reviewed do not report whether Orlen changed the editorial line of specific Polska Press titles after the sale closed.,in_effect,2026-09-22,{},,published,2026-09-23T01:18:12Z,2026-09-22,2026-12-22,9,2026-09-23T01:18:07Z,2026-09-23T02:21:32Z,silence,A state-controlled company bought a group of 20 regional papers reaching 17 million readers; United States funding pressure has cut money and reviewed licenses but has not transferred an outlet's ownership to the state.
162,2016-turkiye-zaman-trustees-installed,Turkiye: court installs trustees at Zaman newspaper,2016-03-04,day,,TR,TR,asia,national,,funding_and_ownership_pressure,recep-tayyip-erdogan,Not stated in the sources reviewed.,sustained,2016-03-04,Editorial control was not restored to the original owners; the outlets were later shut down entirely under a separate July 2016 decree.,granular,2010s,"An Istanbul court put Turkiye's best-selling newspaper, Zaman, and its parent company under trustees after ruling it supported a group the government called a terrorist organization. Police used tear gas on a crowd that gathered in support.{c:533}{c:534}{c:631}{c:632}","On March 4, 2016, an Istanbul court ruled that Feza Media Group, publisher of the newspapers Zaman and Today's Zaman and the Cihan news agency, supported a movement led by the exiled cleric Fethullah Gulen that Turkiye's government had labeled a terrorist organization. The court ordered the company placed under court-appointed trustees, who took control of its board, servers and archives and blocked existing journalists' access to their own systems. Police used tear gas and water cannons to disperse a crowd that had gathered outside Zaman's Istanbul office in support of the paper. Within days, the new management removed critical stories from the paper's history and installed an editorial line supportive of the government; the paper's foreign editor and other senior staff were dismissed. Today's Zaman continued for several more months before all Feza-linked outlets were permanently closed by a state-of-emergency decree following the failed coup attempt of July 2016.{c:533}{c:534}{c:631}{c:632}

Sustained until the outlets were later closed entirely by decree in July 2016.{c:533}{c:534}{c:631}{c:632}","""the new administration does not want any stories that were 'critical of Turkey'""{c:533}{c:534}{c:631}{c:632}","Journalists said the paper reversed its editorial line within days and that the takeover was part of a broader effort described by one ousted editor as aimed at every independent voice, not only Zaman.{c:533}{c:534}",The sources reviewed do not include the trustees' own account of why specific staff were dismissed.,historical,2026-09-22,{},,published,2026-09-23T01:18:20Z,2026-09-22,2026-12-22,9,2026-09-23T01:18:13Z,2026-09-23T02:21:35Z,silence,A court replaced a newspaper's board and editors with trustees days after a hearing without the company's lawyers present; United States funding pressure has not removed an outlet's management by court order.
163,2018-turkiye-dogan-sells-to-demiroren,Turkiye: Dogan Holding sells its media outlets to Demiroren,2018-03-21,day,,TR,TR,asia,national,,funding_and_ownership_pressure,recep-tayyip-erdogan,Not stated in the sources reviewed.,sustained,2018-03-21,The sale closed and was not reported as reversed in the sources reviewed.,granular,2010s,"Turkiye's largest independent media group, including the newspaper Hurriyet and the broadcaster CNN Turk, was sold to the Demiroren conglomerate, a buyer with ties to the governing party, for a reported 1.1 billion dollars.{c:535}{c:633}{c:634}","Dogan Holding, one of Turkiye's largest conglomerates, announced on March 21, 2018, that it would sell its media assets, including the newspapers Hurriyet and Posta and the television channels Kanal D and CNN Turk, to Demiroren Holding for a reported 1.1 billion dollars. Dogan's outlets had been among the few remaining large media companies not aligned with President Recep Tayyip Erdogan's government, though the group had already softened its coverage under years of tax disputes and legal pressure. Demiroren had a record of changing coverage after previous purchases: when it bought the newspapers Milliyet and Vatan from Dogan in 2011, both switched to a government-supportive editorial line. Journalists said the sale would place Turkiye's mass media even more directly under pro-government ownership, since Demiroren's chairman had personal and business ties to Erdogan.{c:535}{c:633}{c:634}

Sustained; the sale closed as announced.{c:535}{c:633}{c:634}",Not stated in the sources reviewed.{c:535}{c:633}{c:634},"Journalists covering the sale said it would extend pro-government ownership over the last major independent broadcaster and newspaper group, following the same pattern seen at Demiroren's earlier acquisitions.{c:535}",The sources reviewed do not give the sale's final confirmed price beyond the reported figure.,historical,2026-09-22,{},,published,2026-09-23T01:18:27Z,2026-09-22,2026-12-22,9,2026-09-23T01:18:21Z,2026-09-23T02:21:36Z,silence,"Turkiye's largest remaining independent newspaper and broadcast group was sold to a buyer with ties to the president, following two prior purchases that turned pro-government; United States pressure on owners has not produced a forced sale of this kind."
164,2022-ethiopia-expels-tom-gardner,Ethiopia: Economist correspondent Tom Gardner expelled,2022-05-13,day,,ET,ET,africa,national,,expulsion_and_visa_denial,abiy-ahmed,Not stated in the sources reviewed.,sustained,2022-05-13,The expulsion was carried out and was not reported as reversed in the sources reviewed.,granular,2020s,"Ethiopia's media regulator revoked The Economist correspondent Tom Gardner's press accreditation and gave him 48 hours to leave the country, citing unspecified conduct, almost a year after expelling a New York Times reporter.{c:536}{c:537}{c:638}","On May 13, 2022, Ethiopia's Media Authority revoked the press accreditation of Tom Gardner, a correspondent for The Economist who had reported from the country for several years, and ordered him to leave within 48 hours. The authority said Gardner had failed to meet unspecified standards of conduct for journalists; weeks earlier, in March 2022, officials had accused him of posting information on social media that was not properly sourced or supported by government authorities. Gardner's expulsion came almost a year after Ethiopian authorities similarly expelled New York Times correspondent Simon Marks in May 2021, during the country's civil war with forces from the Tigray region. The Economist said Gardner's reporting on Ethiopia had been professional and unbiased.{c:536}{c:537}{c:638}

Closed; Gardner left the country within the 48-hour deadline.{c:536}{c:537}{c:638}","""failed to live to [the] standards of conduct for journalists""{c:536}","The expulsion removed one of the few remaining Western correspondents reporting on Ethiopia's civil war from inside the country, following a similar expulsion the year before.{c:537}",The sources reviewed do not specify which standards of conduct the authority said Gardner failed to meet.,in_effect,2026-09-22,{},,published,2026-09-23T01:18:35Z,2026-09-22,2026-12-22,9,2026-09-23T01:18:29Z,2026-09-23T02:21:40Z,punish,"Ethiopia gave a foreign correspondent 48 hours to leave over unspecified conduct, the second such expulsion in a year; the White House ban restricted access to the briefing room, not to the country itself."
165,2019-turkiye-deports-ans-boersma,Turkiye: Dutch freelance journalist Ans Boersma deported,2019-01-17,day,,TR,TR,asia,national,,expulsion_and_visa_denial,recep-tayyip-erdogan,Not stated in the sources reviewed.,sustained,2019-01-17,The deportation was not reported as reversed in the sources reviewed.,granular,2010s,"Turkish authorities detained Dutch freelance journalist Ans Boersma while she tried to renew her residence permit in Istanbul and deported her the next day, citing an alleged link to a Syrian armed group that the Netherlands said it had never been asked about.{c:538}{c:539}{c:642}{c:643}","On January 16, 2019, Turkish authorities took Ans Boersma, a Dutch freelance journalist based in Istanbul, into custody while she attempted to renew her residence permit at the city's Foreigners' Office. She was held overnight at a police station and deported the next day, January 17, without being allowed to return to her home to collect belongings. Turkish officials linked the deportation to an allegation that Boersma had ties to Jabhat al-Nusra, a Syrian armed group. The Dutch government said Turkey had made no request for her detention, expulsion or extradition and that it had not been consulted about the allegation before she was removed. Boersma had reported on Turkiye and Syria for several years before the deportation.{c:538}{c:539}{c:642}{c:643}

Closed; Boersma was deported and did not return to report from Turkiye in the period covered by the sources reviewed.{c:538}{c:539}{c:642}{c:643}","""The Netherlands told Turkey that the reporter, who was deported today, had links to Jabhat al-Nusra.""{c:538}",The deportation removed a working foreign correspondent from the country on an allegation her own government said it had not been asked to confirm.{c:539},The sources reviewed do not include the evidence Turkish authorities cited for the Jabhat al-Nusra allegation.,historical,2026-09-22,{},,published,2026-09-23T01:18:44Z,2026-09-22,2026-12-22,9,2026-09-23T01:18:37Z,2026-09-23T02:21:44Z,punish,A foreign correspondent was detained overnight and deported on an allegation her own government said it was never asked to confirm; the White House ban has not deported a journalist from the country.
166,2019-india-revokes-taseer-oci-status,India: journalist Aatish Taseer's overseas citizenship revoked,2019-11-07,day,,IN,IN,asia,national,,expulsion_and_visa_denial,narendra-modi,Not stated in the sources reviewed.,sustained,2019-11-07,The cancellation was carried out and was not reported as reversed in the sources reviewed.,granular,2010s,"India's government cancelled writer and journalist Aatish Taseer's Overseas Citizen of India status months after he wrote a Time magazine cover story critical of Prime Minister Narendra Modi, citing his father's Pakistani nationality.{c:540}{c:644}{c:645}","In May 2019, Time magazine published a cover story by writer and journalist Aatish Taseer that was critical of Prime Minister Narendra Modi ahead of that year's general election. On August 13, 2019, India's Home Ministry sent Taseer a notice threatening to revoke his Overseas Citizen of India status, a form of long-term immigration status that lets people of Indian origin live and work in the country without a visa. The ministry said Taseer was ineligible for the status because his father, the Pakistani politician Salmaan Taseer, was a Pakistani national, and Pakistani nationals cannot hold it. On November 7, 2019, the government made the cancellation official. Taseer disputed the notice, said he did not hold Pakistani citizenship, and said he believed the action was linked to his criticism of the Modi government.{c:540}{c:644}{c:645}

Closed; the cancellation was made official in November 2019.{c:540}{c:644}{c:645}","""his father was a Pakistani national, and Pakistani nationals are not eligible for such status""{c:540}","The cancellation ended Taseer's ability to enter India on his Overseas Citizen status, restricting a foreign-based journalist's access to the country whose government he had written about.{c:540}{c:644}{c:645}",The sources reviewed do not report whether Taseer obtained an alternative visa to enter India afterward.,historical,2026-09-22,{},,published,2026-09-23T01:18:51Z,2026-09-22,2026-12-22,9,2026-09-23T01:18:45Z,2026-09-23T02:21:46Z,punish,"India revoked a journalist's long-term immigration status months after his cover story criticized the prime minister; the White House ban withdrew building access, not legal status to enter the country."
167,2021-myanmar-military-internet-shutdown,Myanmar: military cuts mobile internet after seizing power,2021-02-01,month,,MM,MM,asia,national,,shutdowns_and_blocking,min-aung-hlaing,Not stated in the sources reviewed.,ongoing,2021-05-03,"As of the May 2021 source, mobile data remained cut in parts of the country, including large areas of Rakhine State.",granular,2020s,"After seizing power on February 1, 2021, Myanmar's military cut mobile data service nationwide, leaving reporters in rural townships and Rakhine State unable to send news and blocking large areas from outside communication for months.{c:541}{c:646}{c:647}","On February 1, 2021, Myanmar's military, led by Commander-in-Chief Min Aung Hlaing, seized power from the elected government and detained its leaders. In the weeks that followed, the military ordered mobile internet providers to cut data service, first intermittently and then for extended stretches, across large parts of the country. Reporters for local outlets said the blackout made it difficult or impossible to send news out of affected areas; one editor said reporters in different townships found it very hard to file their stories once mobile data was blocked. In Rakhine State, in the country's west, journalists described a total blockage of mobile data across northern cities and rural areas for months. The shutdown compounded restrictions the military had already placed on domestic media licenses and on journalists' movement.{c:541}{c:646}{c:647}

Ongoing as of the source reviewed, published in May 2021.{c:541}{c:646}{c:647}",Not stated in the sources reviewed.{c:541}{c:646}{c:647},"Local reporters said the shutdown of mobile data made it very difficult to send news out of affected townships, cutting off some regions from outside coverage for months at a time.{c:541}",The sources reviewed do not give an exact date when service was restored in each affected region.,in_effect,2026-09-22,{},,published,2026-09-23T01:18:58Z,2026-09-22,2026-12-22,9,2026-09-23T01:18:52Z,2026-09-23T02:21:49Z,silence,"Myanmar's military cut mobile data nationwide after seizing power, leaving reporters in entire townships unable to file; United States funding and access actions have not shut off a region's communications."
168,2020-ethiopia-tigray-internet-blackout,Ethiopia: internet and phone service cut across Tigray,2020-11-04,month,,ET,ET,africa,state_or_province,,shutdowns_and_blocking,abiy-ahmed,Not stated in the sources reviewed.,ongoing,2021-05-03,"As of the May 2021 source, service had been only partially restored in the regional capital and surrounding areas.",granular,2020s,"Ethiopia's government cut internet and telephone service across the Tigray region when war broke out there in November 2020, leaving the region without communication for months and forcing reporters to travel there to learn what was happening.{c:542}{c:648}{c:649}","Fighting broke out in November 2020 between Ethiopia's federal government, led by Prime Minister Abiy Ahmed, and forces aligned with the Tigray region's ruling party. The government cut internet and telephone service to the region at the start of the conflict, leaving it largely unreachable from outside. A freelance journalist who traveled to the regional capital in March 2021 said connectivity remained shut off and that even where partial service had been restored, calls and texts worked in the capital and surrounding areas but not uniformly across the wider region. The blackout meant that reporters could not confirm events inside Tigray by phone or online and instead had to travel there directly, at a time when access to the region was also restricted by the military.{c:542}{c:648}{c:649}

Ongoing as of the source reviewed, published in May 2021.{c:542}{c:648}{c:649}",Not stated in the sources reviewed.{c:542}{c:648}{c:649},"Journalists said the shutdown left them unable to confirm events inside Tigray without traveling there in person, since calls, texts and internet access from outside the region did not work.{c:542}",The sources reviewed do not give a date on which service was fully restored across the region.,in_effect,2026-09-22,{},,published,2026-09-23T01:19:04Z,2026-09-22,2026-12-22,9,2026-09-23T01:18:59Z,2026-09-23T02:21:51Z,silence,"Ethiopia cut internet and phone service to an entire region for months during a civil war, leaving reporters unable to confirm events without traveling there in person; no United States action in the record has cut off a region's communications."
169,2022-russia-blocks-bbc-dw-meduza,"Russia: regulator blocks BBC Russian, Deutsche Welle and other outlets",2022-03-04,day,,RU,RU,europe,national,,shutdowns_and_blocking,vladimir-putin,Not stated in the sources reviewed.,sustained,2022-03-04,The blocks were not reported as reversed in the sources reviewed.,granular,2020s,"Russia's media regulator Roskomnadzor blocked access nationwide to the websites of BBC Russian, Deutsche Welle, Meduza, Voice of America's Russian service and Radio Free Europe/Radio Liberty within days of invading Ukraine, alongside new prison terms for reporting the regulator called false.{c:543}{c:650}{c:651}{c:652}","On March 4, 2022, Russia's state media regulator, Roskomnadzor, blocked access within Russia to the websites of the BBC's Russian-language service, Germany's public broadcaster Deutsche Welle, the independent news site Meduza, the Russian-language service of the United States Congress-funded broadcaster Voice of America, and several services of Radio Free Europe/Radio Liberty, another United States Congress-funded broadcaster. Roskomnadzor separately confirmed that Facebook and Twitter were blocked in the country. The same day, Russia's legislature adopted amendments to the criminal code creating prison terms of up to fifteen years for people convicted of spreading what the amendments called ""fakes"" about the military, a category that came to include most independent reporting on the invasion, which Russian law required media to call a ""special military operation.""{c:543}{c:650}{c:651}{c:652}

Sustained; the blocks remained in place in the sources reviewed.{c:543}{c:650}{c:651}{c:652}",Not stated in the sources reviewed.{c:543}{c:650}{c:651}{c:652},"The blocks and new penalties led most remaining independent Russian outlets, including Meduza's editorial staff, to relocate their operations outside the country within days.{c:543}",The sources reviewed do not give Roskomnadzor's specific stated reason for blocking each outlet on that date.,in_effect,2026-09-22,{},,published,2026-09-23T01:19:12Z,2026-09-22,2026-12-22,10,2026-09-23T01:19:06Z,2026-09-23T02:22:45Z,silence,"Russia's regulator blocked five foreign outlets and two social media platforms nationwide within days of invading Ukraine, alongside fifteen-year prison terms for coverage it called false; the White House ban excluded three outlets from one building, not from the country."
