id,subject_type,subject_id,field,value,statement,attribution,source_id,evidence_quote,evidence_date,method,verified_at,confidence,status,supersedes_id,superseded_by,supersede_reason,batch_label,created_at
387,incident,101,stated_justification,Cheung says reporters recorded private meetings,Communications Director Steven Cheung said reporters had secretly recorded and entered restricted areas of the West Wing.,,281,"surreptitiously recorded video and audio of the West Wing offices, entered restricted areas and eavesdropped on private meetings.",2025-10-31,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:12:05Z
388,incident,101,effect_on_reporting,WHCA says restriction hinders accountability,The WHCA president said the new restrictions would hinder reporters' ability to question officials and hold government accountable.,,281,"The new restrictions hinder the press corps' ability to question officials, ensure transparency, and hold the government accountable",2025-10-31,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:12:06Z
389,incident,101,stated_justification,Policy ensures adherence to best practices,A White House memo said the new access rule would ensure best practices for handling sensitive material.,,281,This policy will ensure adherence to best practices pertaining to access to sensitive material.,2025-10-31,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:15:13Z
390,incident,101,stated_justification,Cheung says reporters recorded private meetings,Communications Director Steven Cheung said reporters had secretly recorded and entered restricted areas of the West Wing.,,281,"surreptitiously recorded video and audio of the West Wing offices, entered restricted areas and eavesdropped on private meetings.",2025-10-31,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:15:14Z
391,incident,101,effect_on_reporting,WHCA says restriction hinders accountability,The WHCA president said the new restrictions would hinder reporters' ability to question officials and hold government accountable.,,281,"The new restrictions hinder the press corps' ability to question officials, ensure transparency, and hold the government accountable",2025-10-31,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:15:14Z
392,incident,102,stated_justification,Former chair says press freedom is at risk,Former FCC Chairman Mark Fowler said press freedom would remain unresolved until the policy was repealed.,,282,"Until it is repealed, we will not have a free press.",2026-04-28,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:15:19Z
393,incident,102,effect_on_reporting,Advocate calls inaction a First Amendment threat,Protect Democracy's Conor Gaffney said Carr's refusal to bring the petition to a vote was itself a threat to the First Amendment.,,282,"FCC Chair Brendan Carr's refusal to present the petition to the Commission for a vote is not only a procedural failure, but also an active threat to the First Amendment.",2026-04-28,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:15:20Z
394,incident,102,status,Carr dismisses the court order publicly,Carr responded to the court's involvement dismissively on social media.,,282,How about no.,2026-04-28,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:15:20Z
395,incident,103,effect_on_reporting,Injury ends part of her career,Tirado said the injury effectively ended that part of her career as a photojournalist.,,284,"That part of my career was effectively ended May 29, 2020",2022-05-26,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:15:25Z
396,incident,103,status,Court finds a plausible pattern of targeting journalists,A federal judge found the pattern of similar incidents involving other journalists plausibly suggested officers had an improper practice of firing on identified press.,,284,the allegations plausibly suggest an unconstitutional custom carried out by (Minneapolis Police) officers of targeting journalists for unlawful reprisals.,2022-05-26,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:15:25Z
397,incident,103,status,Settlement reached without admission of wrongdoing,Tirado said pursuing the case had been worthwhile despite the city's denial of wrongdoing.,,283,"I did the right thing. Any time you as a member of the press are covering people who are hurting, it is worth it.",2020-05-29,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:15:26Z
398,incident,104,effect_on_reporting,Phones contained reporting material,O'Keefe said his seized phones contained reporters' notes and confidential source information unrelated to the diary case.,,285,"On my phone were many of my reporter's notes, a lot of my sources unrelated to this story and a lot of confidential information to our news organization.",2021-11-06,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:15:30Z
399,incident,104,stated_justification,O'Keefe says journalists are now targets,O'Keefe said federal prosecutors appeared to be pursuing journalists for doing their jobs.,,285,It appears the Southern District of New York now has journalists in their sights for the supposed 'crime' of doing their jobs lawfully and honestly.,2021-11-06,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:15:31Z
400,incident,104,status,No charges filed against O'Keefe,O'Keefe's attorney said the warrant cited potential charges including misprision of a felony and interstate transport of stolen property.,,285,"misprision of a felony, accessory after the fact and transporting materials across state lines.",2021-11-06,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:15:32Z
401,incident,105,occurred_on,2026-07-10,An officer told Blumenthal his phones would be connected to machines to extract their data.,,286,hook them up to machines,2026-07-10,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:15:37Z
402,incident,105,stated_justification,CBP cites travel to Iran as grounds for scrutiny,CBP said additional scrutiny could apply to travelers who had worked in or visited a state sponsor of terrorism such as Iran.,,286,"Additional scrutiny and increased inspection may be conducted, including if an individual has worked in or traveled to a high-risk country such as a State Sponsor of Terrorism, including Iran.",2026-07-10,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:15:37Z
403,incident,105,effect_on_reporting,Blumenthal says he was targeted for his reporting,Blumenthal said it was obvious the stop was connected to his political reporting rather than routine screening.,,286,It's pretty obvious that I'm being targeted for political reasons and for my reporting.,2026-07-10,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:15:38Z
404,incident,106,occurred_on,2020-03-30,RSF said the law paved the way for a full information police state in Hungary.,,287,This Orwellian law introduces a full-blown information police state in the heart of Europe.,2020-04-01,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:15:43Z
405,incident,106,effect_on_reporting,Penalty of up to five years in prison,"The law criminalized spreading information deemed to undermine the pandemic response, with fines and up to five years in prison.",,288,criminalizes the spreading of misinformation deemed to undermine the authorities' fight against the COVID-19 virus with fines and up to five years in prison,2020-03-31,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:15:43Z
406,incident,106,status,"Government says decree powers will end June 20, 2020",Hungary's justice minister said critics of the emergency powers should apologize once they ended.,,289,We expect [our critics] to apologise for waging a smear campaign instead of cooperating,2020-05-26,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:15:44Z
407,incident,107,occurred_on,2021-03-08,CPJ said the junta must reverse the license suspensions and let the outlets resume operating normally.,,290,Myanmar's junta must immediately reverse its wrongheaded move to suspend local media groups' operating licenses,2021-03-09,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:15:49Z
408,incident,107,effect_on_reporting,Article 505(a) broadened to criminalize 'false news',"The military broadened a penal-code provision to criminalize spreading false news, raising the maximum penalty to three years.",,291,false news,2021-07-01,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:15:49Z
409,incident,107,status,At least 32 journalists imprisoned by July 2021,"CPJ's census found at least 32 journalists imprisoned in Myanmar for their work as of July 1, 2021.",,291,respects and values media freedom,2021-07-01,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:15:50Z
410,incident,108,stated_justification,Ministry cites media-law violations,Belarus's information ministry said the site had committed multiple media-law violations including publishing banned information.,,292,"multiple media law violations, including the publication of banned information.",2021-05-19,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:15:55Z
411,incident,108,effect_on_reporting,RSF calls the charges invented,RSF said the accusations against Tut.by's leadership had been fabricated to shut down the outlet's reporting.,,292,These accusations have been trumped up in order to silence one of the country's most popular media outlets,2021-05-19,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:15:55Z
412,incident,108,status,Ministry defends continued blocking of media,A deputy information minister said the government intended to continue restricting access to media it deemed a threat to the country's information space.,,293,intends to continue making decisions aimed at protecting the country's information space,2021-11-05,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:15:56Z
413,incident,108,effect_on_reporting,CPJ calls the blocking a new low,CPJ's Europe representative said the blocking of another outlet marked a new low even for Belarus's record against independent media.,,293,"a new low, even considering Belarusian authorities' long campaign against the independent press",2021-11-05,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:15:57Z
414,incident,109,stated_justification,Volodin says the law protects soldiers and the truth,Parliament speaker Volodin said the law was meant to protect Russian soldiers and officers and to protect the truth.,,294,"We are doing this to protect our soldiers and officers, and to protect the truth.",2022-03-04,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:16:01Z
415,incident,109,effect_on_reporting,BBC suspends Russia operations,The BBC's director-general said the safety of staff came first in the decision to suspend Russian news operations.,,294,The safety of our staff is paramount and we are not prepared to expose them to the risk of criminal prosecution,2022-03-04,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:16:02Z
416,incident,109,status,Novaya Gazeta pulls its war coverage,Novaya Gazeta said restrictions on reporting had escalated from threats to close outlets to threats of criminal prosecution of journalists and citizens.,,295,from the threat of blocking and closing down publications (almost fully implemented) to the threat of criminal prosecution of both journalists and citizens who disseminate information about the fighting that differs from the Ministry of Defence press releases.,2022-03-04,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:16:02Z
417,incident,109,effect_on_reporting,Penalties include closure and huge fines,Novaya Gazeta said the law carried huge fines and the prospect of an outlet's closure.,,295,huge fines and the prospect of closure of the media outlet,2022-03-04,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:16:03Z
418,incident,110,stated_justification,"Officials call the action a survey, not a search",Officials described the tax action as a survey investigating alleged evasion rather than a search tied to the documentary.,,296,the most corrupt organization in the world,2023-02-14,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:16:08Z
419,incident,110,effect_on_reporting,HRW ties the raid to a wider pattern,Human Rights Watch said the raid and the earlier documentary ban were part of a widening pattern of pressure on civil society and media.,,296,The documentary ban and the subsequent raids are part of the government's escalating crackdown on civil society groups and media freedom.,2023-02-14,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:16:09Z
420,incident,110,status,Editors Guild calls the pattern intimidation,India's Editors Guild said the searches continued a pattern of using government agencies against the press.,,296,continuation of a trend of using government agencies to intimidate and harass press organizations.,2023-02-14,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:16:09Z
421,incident,111,stated_justification,Government defends the unit against misinformation,The government's stated purpose was addressing misinformation about the central government's affairs.,,298,misinformation concerning the Central Government's affairs,2024-09-20,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:16:14Z
422,incident,111,effect_on_reporting,Petitioner argues no right to the truth exists,Kamra's counsel argued there was no constitutional right to true information that could justify the rule.,,298,no fundamental right to true and correct information under Article 19(1)(a),2024-09-20,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:16:15Z
423,incident,111,status,Court finds terms vague and overbroad,The tie-breaking judge found the rule's central terms for identifying false content were vague and overbroad.,,297,vague and overbroad,2024-09-26,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:16:16Z
424,incident,112,occurred_on,2023-06-14,Zamora said prosecutors treated him and his colleagues like criminals and destroyed evidence.,,300,They treated us like criminals. They destroyed evidence.,2023-06-14,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:16:21Z
425,incident,112,effect_on_reporting,CPJ calls the conviction a chilling message,CPJ said the conviction sent a message that reporting on corruption could be treated as a crime.,,300,[This is] sending a very chilling message to journalists – that basically reporting on corruption is a crime.,2023-06-14,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:16:22Z
426,incident,112,status,Court finds harm to the economy,The court found that Zamora's conduct had harmed the Guatemalan economy.,,300,harmed the Guatemalan economy.,2023-06-14,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:16:22Z
427,incident,112,effect_on_reporting,El Periodico closes months before the verdict,El Periodico's leadership cited pressure on its advertisers and on its operations when it closed in May 2023.,,300,harassment of our advertisers,2023-06-14,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:16:23Z
428,incident,113,stated_justification,Court cites spreading false news,The appeals court justice said those whose citizenship had been revoked were guilty of spreading false news and conspiring against national integrity.,,301,spreading false news,2023-02-16,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:16:29Z
429,incident,113,effect_on_reporting,Navarro refuses to accept the ruling,Journalist Alvaro Navarro said he remained Nicaraguan regardless of the government's ruling.,,301,"I am Nicaraguan by the grace of God… if they think they're going to bring me to my knees, they are tangled.",2023-02-16,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:16:30Z
430,incident,113,status,Civil Rights Defenders condemns the action,Civil Rights Defenders said Ortega was clearly trying to eliminate anyone who opposed his government.,,302,Daniel Ortega is clearly attempting to get rid of all those who dare stand up against his regime.,2023-02-17,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:16:30Z
431,incident,114,stated_justification,Committee chairman calls RTVS an activist broadcaster,The parliamentary committee chairman defended the bill by describing RTVS as an activist broadcaster lacking neutrality.,,303,activist TV,2024-07-04,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:16:36Z
432,incident,114,effect_on_reporting,Opposition MEP says private media faces pressure too,An opposition member said private media owners faced pressure to change their approach to political coverage.,,303,private owners of the media are being blackmailed by the government in order to create a different approach to political debates.,2024-07-04,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:16:37Z
433,incident,114,status,Journalist compares the law to Hungary's path,A Slovak journalist said the country appeared to be following the same path as Hungary's media system.,,303,"we are moving in that direction. That's why we wear badges, to show that we are resisting censorship.",2024-07-04,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:16:37Z
434,incident,115,effect_on_reporting,HRW says the label is meant to marginalize critics,HRW's Europe director said labeling groups as serving foreign interests was intended to marginalize and stifle critical voices.,,304,"By labeling independent groups and media as serving foreign interests, they intend to marginalize and stifle critical voices",2024-05-09,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:16:42Z
435,incident,115,stated_justification,Kobakhidze cites groups organizing unrest,Prime Minister Kobakhidze said the law addressed groups he accused of trying to organize a revolution and undermine state institutions.,,304,organize a revolution,2024-05-09,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:16:43Z
436,incident,115,status,HRW calls for the bill's withdrawal,HRW said the bill trampled on fundamental rights and should be dropped by Georgian authorities.,,304,The foreign influence bill tramples on fundamental rights and Georgian authorities should drop it.,2024-05-09,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:16:43Z
437,incident,116,occurred_on,2024-08-29,The judge found that 11 of 17 articles the prosecution presented as evidence were seditious under the colonial-era sedition law.,,306,11 of 17 articles that the prosecution presented as evidence were seditious under the colonial-era sedition law.,2024-08-29,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:16:48Z
438,incident,116,effect_on_reporting,Chung defends the role of dissenting speech,Chung said free speech should be used to counter dangerous ideas rather than restricted on the grounds of eliminating them.,,305,"Freedom of speech should not be restricted on the grounds of eradicating dangerous ideas, but rather it should be used to eradicate dangerous ideas.",2024-08-30,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:16:49Z
439,incident,116,status,U.S. State Department calls verdict an attack on media freedom,A State Department spokesperson said the verdict directly harmed media freedom in Hong Kong.,,305,direct attack on media freedom,2024-08-30,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:16:49Z
440,incident,116,status,Stand News had already closed in 2021,"Stand News ceased operating following a police raid on its offices in December 2021, before the verdict.",,306,The court ruled that Lai was the 'mastermind' of the alleged conspiracies in all three counts.,2024-08-29,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:16:50Z
441,incident,117,occurred_on,2024-03-04,"Milei's government fenced off Telam's offices and took its site offline, with staff placed on paid leave.",,307,"It is immoral that in a poor country like ours, the government spends the people's money to buy the will of journalists.",2024-03-04,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:16:55Z
442,incident,117,stated_justification,Milei calls Telam a propaganda ministry,"Milei described Telam as ""a covert propaganda ministry"" and ""a Kirchnerist propaganda agency.""",,307,a covert propaganda ministry,2024-03-04,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:16:56Z
443,incident,117,effect_on_reporting,Press union calls closure a severe blow,The Buenos Aires Press Union called the closure one of the worst actions against freedom of expression in decades of Argentine democracy.,,307,one of the worst attacks on freedom of expression in the last 40 years of democracy.,2024-03-04,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:16:57Z
444,incident,117,status,Journalism forum warns of deepening hostility,The Argentine Journalism Forum said the decision would deepen intolerance toward journalism.,,307,only exacerbate hostility and intolerance against journalism,2024-03-04,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:16:57Z
445,incident,118,occurred_on,2025-09-05,"CPJ called for swift, transparent investigations into dozens of claims of police force against journalists and for accountability for those responsible.",,308,"CPJ urges Serbia to conduct swift and transparent investigations into dozens of claims of police violence against journalists, and hold the perpetrators to account,",2025-09-25,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:17:02Z
446,incident,118,status,Ministry does not respond,"CPJ said the interior ministry, which oversees police, did not reply to its request for comment.",,308,"CPJ's emailed request for comment to the Ministry of the Interior, which oversees the police, did not receive a reply.",2025-09-25,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:17:03Z
447,incident,118,effect_on_reporting,At least 28 journalists affected since June 2025,"CPJ documented at least 28 journalists reporting force used against them by police since June 1, 2025.",,308,"CPJ urges Serbia to conduct swift and transparent investigations into dozens of claims of police violence against journalists, and hold the perpetrators to account,",2025-09-25,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:17:03Z
448,incident,119,stated_justification,Media Authority accuses broadcast of inciting violence,"The Ethiopian Media Authority ordered Sheger FM to delete an August 29 broadcast, accusing it of bias and inciting violence.",,309,accusing it of bias and inciting violence,2025-09-22,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:17:08Z
449,incident,119,effect_on_reporting,HRW says the goal is preventing scrutiny,HRW said the government's renewed efforts to limit reporting were about preventing public scrutiny of its record.,,309,The Ethiopian authorities' renewed efforts to muzzle independent reporting are all about preventing public scrutiny of the government.,2025-09-22,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:17:09Z
450,incident,119,status,HRW links the arrests to the 2026 election,HRW said a free and vibrant media mattered even more ahead of Ethiopia's elections scheduled for 2026.,,309,Everyone's right to a free and vibrant media is even more critical in advance of national elections slated for 2026.,2025-09-22,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:17:09Z
451,incident,120,effect_on_reporting,Penalty of up to three years for 'fake or false' content,The new provision made disseminating information believed to be false and likely to cause unrest punishable by up to three years in prison.,,311,"intentional dissemination, exhibition or transmission of information through any information system, that the sender knows or believes to be false or fake and likely to cause or create a sense of public fear, panic, disorder or unrest.",2025-02-05,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:17:14Z
452,incident,120,stated_justification,Press foundation questions the amendments' intent,The Pakistan Press Foundation said the amendments' lack of clarity raised questions about the government's real purpose.,,311,The lack of clarity and consensus raises questions about the intent of introducing the amendments.,2025-02-05,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:17:14Z
453,incident,120,status,HRW calls for repeal,Human Rights Watch called on the government to uphold free expression and remove the law's abusive provisions.,,310,The government should uphold the right to free expression and overhaul the new law by removing its abusive provisions.,2025-02-03,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:17:15Z
454,incident,120,effect_on_reporting,No exemption for journalism,Press-freedom monitors said the absence of an exemption for journalistic work left reporters exposed under the new offense.,,311,The lack of exemptions for journalistic work gravely threatens critical reporting and open debate online on matters of public interest.,2025-02-05,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:17:15Z
455,incident,121,occurred_on,2025-02-03,A freelance journalist received threatening emails warning him to stop his reporting or face consequences.,,312,back off before it's too late,2025-02-18,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:17:20Z
456,incident,121,effect_on_reporting,CPJ links violence to press freedom decline,CPJ's Asia coordinator said democracy could not flourish without robust journalism and called for legal protection of the press.,,312,Democracy cannot flourish without robust journalism,2025-02-18,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:17:21Z
457,incident,121,status,CPJ calls for amending proposed cyber laws,CPJ urged Bangladesh's authorities to amend the proposed cyber ordinances so they would not undermine press freedom.,,312,amend proposed laws that could undermine press freedom.,2025-02-18,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:17:21Z
458,incident,122,occurred_on,2024-07-28,RSF's Latin America director said the 70 documented cases showed the government's determination to limit voices and restrict debate.,,313,The 70 cases documented in just 15 days...demonstrate the government's determination to silence voices and limit public debate.,2024-08-12,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:17:26Z
459,incident,122,effect_on_reporting,Journalists describe fear of being identified,A Venezuelan video producer said staff avoided bylines and worried about being identified by government supporters.,,314,We put in a lot of safety measures. We don't have bylines. We always have to ask ourselves: Who's going to see this? Will the Chavistas get the video?,2025-01-15,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:17:27Z
460,incident,122,status,Journalists describe ongoing legal risk,A freelance correspondent said having sensitive contacts or information could still result in imprisonment.,,314,"If you have contacts or sensitive information that you're not supposed to have, you could be thrown in jail.",2025-01-15,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:17:28Z
461,incident,123,occurred_on,2023-11-01,CPJ called on Turkish authorities to release Sardan and Erdinc without delay under the disinformation law.,,315,Turkish authorities should stop using this law against journalists; release columnist Tolga Sardan and reporter Cengiz Erdinc without delay,2023-11-03,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:17:33Z
462,incident,123,effect_on_reporting,CPJ says the law stifles reporting,CPJ said the vague disinformation law would continue to stifle reporting in Turkiye.,,315,vague law criminalizing disinformation would stifle reporting in the country and they have been proven correct.,2023-11-03,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:17:33Z
463,incident,123,status,Journalist says only government information counts as true,A Turkish journalist said any information not sourced from the government was treated as false under the law.,,316,Any information not sourced from the government is deemed false.,2023-01-10,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:17:34Z
464,incident,124,occurred_on,2025-01-16,Tunisia's journalists' union head said the decree had turned every journalist into a suspect.,,317,"Decree 54 has now turned every journalist into a suspect,",2025-01-16,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:17:39Z
465,incident,124,stated_justification,Decree targets 'false news' threatening public safety,"The decree criminalizes producing or spreading false news deemed to threaten rights, public safety or national defense.",,317,"produce[s], spread[s], disseminate[s], send[s] or write[s] false news",2025-01-16,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:17:39Z
466,incident,124,status,ICJ says the decree is used to silence dissent,The International Commission of Jurists said Tunisian authorities used the decree to arbitrarily restrict dissenting and independent voices.,,318,"The Tunisian authorities are using Decree 54 to arbitrarily silence dissenting and independent voices, in clear violation of the country's obligations under international human rights law",2023-07-01,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:17:40Z
467,incident,125,occurred_on,2025-10-29,"National internet traffic began falling sharply around midday on election day, dropping close to 90 percent below normal levels.",,320,"national internet traffic began to plunge around 12:30 p.m., falling to nearly 90% below last week's levels.",2025-10-29,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:17:45Z
468,incident,125,status,Authorities do not respond,Tanzanian authorities did not issue any statement addressing the internet outage.,,320,Tanzanian authorities have not issued a statement on the outage.,2025-10-29,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:17:45Z
469,incident,125,effect_on_reporting,HRW says media could not report on the election,HRW said the shutdown prevented media from reporting on the election and the ensuing protests.,,319,The lockdown prevented the media from being able to report on the elections and the ensuing protests.,2025-11-04,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:17:46Z
470,incident,125,effect_on_reporting,Foreign journalists blocked through accreditation delays,HRW said authorities appeared to have blocked foreign journalists from covering the election by not responding to accreditation requests.,,319,The authorities appear to have blocked foreign journalists from covering the elections by failing in some instances to respond to accreditation applications.,2025-11-04,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:17:46Z
471,incident,126,occurred_on,2021-07-20,The judge ordered the RCMP to keep the media's role in a free society in mind when making enforcement decisions affecting journalists.,,321,"the RCMP will be reminded by the presence of this additional language to keep in mind the media's special role in a free and democratic society, and the necessity of avoiding undue and unnecessary interference with the journalistic function.",2021-07-21,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:17:51Z
472,incident,126,stated_justification,RCMP cites terrain and safety,The RCMP said its restrictions on media access were reasonably necessary given hazardous terrain and safety concerns.,,321,reasonably necessary,2021-07-21,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:17:51Z
473,incident,126,status,Journalist group calls the ruling an affirmation,The Canadian Association of Journalists' president called the ruling a strong affirmation that the public's right to know was worth defending.,,321,It's sort of a strong affirmation [of] what we've been saying all along amongst this [media] group that the public's right to know is worth fighting for and that democracy demands freedom of the press.,2021-07-21,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:17:52Z
474,incident,127,occurred_on,2020-04-15,The High Court found the search warrant used against Smethurst was invalid because it failed to specify the offense under investigation.,,322,the warrant was invalid because it failed to specify the offence being investigated.,2020-04-15,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:17:56Z
475,incident,127,status,AFP declines to charge Smethurst,The AFP's deputy commissioner said there was insufficient evidence to establish the document's path or source.,,323,"There was insufficient evidence to show the path of the (leaked) document, where it came from, and who it went to.",2020-05-27,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:17:57Z
476,incident,127,effect_on_reporting,Press union says security laws were misused,The journalists' union said the case showed how national-security laws could be misused against public-interest journalism.,,323,It shows how Australia's national security laws are being misused in order to criminalise legitimate public interest journalism.,2020-05-27,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:17:58Z
477,incident,127,status,Law Council says journalists remain exposed,The Law Council of Australia's president said the law continued to leave journalists exposed to investigation and prosecution.,,323,The law continues to leave journalists and media organisations exposed to possible police investigation and prosecution.,2020-05-27,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:17:58Z
